frame_num,id_class,id,box_X,box_Y,box_W,box_H,gender
6048,0,879,1398,207,110,237,1.0
6048,0,941,1844,111,75,208,
6048,0,969,508,278,220,516,
6048,0,978,871,9,144,182,0.0
6048,0,984,1611,296,140,207,0.0
6048,0,994,659,0,69,91,
6048,0,1001,507,0,122,260,
6048,0,1007,813,2,139,137,
6048,0,1009,1484,194,161,262,0.0
6048,0,1011,758,0,134,111,0.0
6050,0,847,1788,322,116,161,0.0
6050,0,879,1400,208,113,244,1.0
6050,0,941,1841,112,78,208,
6050,0,969,499,296,235,501,
6050,0,978,872,6,143,186,0.0
6050,0,984,1611,286,146,225,0.0
6050,0,994,656,0,64,89,
6050,0,1001,506,0,141,257,
6050,0,1007,813,1,142,135,
6050,0,1009,1488,201,159,254,0.0
6050,0,1011,748,0,153,115,0.0
6052,0,847,1785,332,109,153,0.0
6052,0,879,1400,208,113,249,1.0
6052,0,941,1843,113,75,204,
6052,0,969,483,315,253,483,
6052,0,978,870,9,145,180,0.0
6052,0,984,1610,280,151,228,0.0
6052,0,994,636,0,80,91,
6052,0,1001,505,0,157,363,
6052,0,1007,811,1,145,134,
6052,0,1009,1489,205,151,244,0.0
6052,0,1011,752,0,135,113,0.0
6055,0,847,1786,332,111,151,0.0
6055,0,879,1399,206,114,252,1.0
6055,0,941,1841,115,78,193,
6055,0,946,1490,200,154,247,
6055,0,969,454,345,278,452,
6055,0,978,869,12,148,179,0.0
6055,0,984,1610,291,155,215,0.0
6055,0,994,630,0,82,86,
6055,0,1001,510,5,164,279,
6055,0,1007,811,1,148,133,
6056,0,847,1784,338,109,148,0.0
6056,0,879,1399,208,113,246,1.0
6056,0,941,1841,115,78,193,
6056,0,946,1489,200,156,251,
6056,0,969,446,354,281,466,
6056,0,978,871,13,145,178,0.0
6056,0,984,1612,292,159,215,0.0
6056,0,994,630,0,79,87,
6056,0,1001,513,0,159,366,
6056,0,1007,808,2,148,131,
6061,0,847,1790,330,103,153,0.0
6061,0,879,1399,207,111,245,1.0
6061,0,941,1839,112,79,204,
6061,0,946,1489,202,156,243,
6061,0,969,426,382,288,507,
6061,0,978,872,15,143,176,0.0
6061,0,984,1634,294,157,200,0.0
6061,0,994,637,0,46,68,
6061,0,1001,509,17,162,378,
6061,0,1007,770,2,178,131,
6061,0,1009,1487,202,156,252,0.0
6064,0,847,1789,338,103,148,0.0
6064,0,879,1399,207,112,248,1.0
6064,0,946,1552,202,90,204,
6064,0,969,425,391,285,514,
6064,0,978,869,13,147,178,0.0
6064,0,984,1652,302,136,193,0.0
6064,0,994,631,0,41,63,
6064,0,1001,521,24,146,387,
6064,0,1007,810,3,141,135,
6064,0,1011,746,0,168,118,0.0
6067,0,847,1787,342,103,144,0.0
6067,0,879,1400,208,111,248,1.0
6067,0,946,1556,203,83,196,
6067,0,969,425,416,280,452,
6067,0,978,868,11,148,182,0.0
6067,0,984,1663,304,129,188,0.0
6067,0,994,631,0,28,59,
6067,0,1001,532,44,147,404,
6067,0,1007,814,5,136,131,
6067,0,1011,746,0,168,119,0.0
6067,0,1016,537,0,44,80,
6068,0,847,1788,342,101,143,0.0
6068,0,879,1399,207,111,249,1.0
6068,0,946,1551,204,86,199,
6068,0,969,428,415,277,468,
6068,0,978,868,12,148,180,0.0
6068,0,984,1663,306,129,187,0.0
6068,0,994,628,0,33,61,
6068,0,1001,539,52,142,407,
6068,0,1007,815,5,135,131,
6068,0,1011,745,0,175,119,0.0
6068,0,1016,528,0,51,85,
6070,0,847,1788,340,104,144,0.0
6070,0,879,1399,207,113,246,1.0
6070,0,946,1553,202,85,203,
6070,0,969,456,466,247,463,
6070,0,978,869,12,145,179,0.0
6070,0,984,1664,307,127,186,0.0
6070,0,1001,545,63,148,424,
6070,0,1009,1489,199,147,247,0.0
6070,0,1011,746,0,174,120,0.0
6071,0,847,1787,340,106,145,0.0
6071,0,879,1399,207,112,243,1.0
6071,0,941,1842,113,77,207,
6071,0,969,458,476,245,461,
6071,0,978,867,12,148,178,0.0
6071,0,984,1666,304,125,189,0.0
6071,0,1001,549,64,150,425,
6071,0,1009,1495,198,142,248,0.0
6071,0,1011,745,0,180,121,0.0
6072,0,847,1788,341,104,143,0.0
6072,0,879,1400,207,111,244,1.0
6072,0,941,1841,112,78,208,
6072,0,969,463,479,242,461,
6072,0,978,866,12,149,177,0.0
6072,0,984,1670,303,121,189,0.0
6072,0,1001,554,61,153,421,
6072,0,1009,1492,194,145,254,0.0
6072,0,1011,744,0,176,120,0.0
6073,0,847,1786,339,107,145,0.0
6073,0,879,1400,207,110,245,1.0
6073,0,941,1842,112,77,208,
6073,0,946,1554,196,81,199,
6073,0,969,468,485,235,458,
6073,0,978,865,11,149,178,0.0
6073,0,984,1672,297,119,195,0.0
6073,0,1001,555,64,161,424,
6073,0,1007,826,5,126,139,
6073,0,1009,1491,194,145,250,0.0
6073,0,1011,743,0,189,119,0.0
6074,0,847,1787,338,106,146,0.0
6074,0,879,1399,207,114,245,1.0
6074,0,941,1841,112,78,209,
6074,0,946,1554,195,80,200,
6074,0,969,469,485,234,458,
6074,0,978,864,11,151,178,0.0
6074,0,984,1676,295,117,196,0.0
6074,0,1001,556,69,168,421,
6074,0,1007,827,5,126,140,
6076,0,847,1788,337,107,146,0.0
6076,0,879,1399,207,113,243,1.0
6076,0,946,1558,199,77,202,
6076,0,969,475,482,240,462,
6076,0,978,865,12,151,178,0.0
6076,0,984,1677,290,121,190,0.0
6076,0,1001,557,75,188,422,
6076,0,1007,818,2,132,141,
6076,0,1009,1491,199,149,243,0.0
6076,0,1011,744,0,182,125,0.0
6079,0,847,1788,333,107,150,0.0
6079,0,879,1400,209,109,242,1.0
6079,0,941,1833,111,86,209,
6079,0,969,469,494,243,451,
6079,0,978,866,12,148,179,0.0
6079,0,984,1677,287,125,188,0.0
6079,0,1001,550,84,220,438,
6079,0,1009,1491,200,149,250,0.0
6079,0,1011,743,0,190,126,0.0
6099,0,847,1790,346,101,141,0.0
6099,0,879,1402,212,113,234,1.0
6099,0,969,475,502,226,428,
6099,0,978,872,17,141,174,0.0
6099,0,984,1707,296,110,160,0.0
6099,0,1001,580,179,234,499,
6099,0,1009,1490,192,139,256,0.0
6099,0,1011,750,1,148,105,0.0
6099,0,1023,1771,202,51,79,
6100,0,847,1790,344,101,143,0.0
6100,0,879,1402,212,111,235,1.0
6100,0,946,1554,193,71,197,
6100,0,969,477,500,225,433,
6100,0,978,871,17,143,173,0.0
6100,0,984,1707,296,109,160,0.0
6100,0,1001,584,187,234,493,
6100,0,1009,1490,191,138,260,0.0
6100,0,1011,750,1,137,104,0.0
6100,0,1023,1770,203,53,78,
6105,0,847,1784,351,106,133,0.0
6105,0,879,1401,214,109,231,1.0
6105,0,969,517,504,205,434,
6105,0,978,871,18,142,173,0.0
6105,0,984,1716,290,101,150,0.0
6105,0,1001,595,210,256,497,
6105,0,1007,822,6,128,134,
6105,0,1009,1488,185,137,270,0.0
6105,0,1011,741,1,149,107,0.0
6105,0,1023,1772,201,61,82,
6109,0,879,1402,217,115,225,1.0
6109,0,941,1848,116,71,207,
6109,0,978,874,18,138,174,0.0
6109,0,984,1718,287,103,149,0.0
6109,0,1001,611,229,254,488,
6109,0,1009,1486,185,137,272,0.0
6109,0,1011,746,0,175,117,0.0
6109,0,1023,1770,202,62,81,
6110,0,847,1785,351,104,134,0.0
6110,0,879,1403,218,112,231,1.0
6110,0,941,1847,115,72,203,
6110,0,978,873,18,139,173,0.0
6110,0,984,1717,289,105,145,0.0
6110,0,1001,638,231,228,477,
6110,0,1009,1489,184,130,276,0.0
6110,0,1011,746,0,166,118,0.0
6110,0,1023,1768,202,69,82,
6115,0,847,1787,349,106,137,0.0
6115,0,879,1404,219,115,228,1.0
6115,0,941,1848,115,71,213,
6115,0,946,1399,205,210,269,
6115,0,978,874,20,137,171,0.0
6115,0,984,1716,280,110,153,0.0
6115,0,1001,736,263,134,594,
6115,0,1007,817,12,124,129,
6118,0,879,1402,220,114,213,1.0
6118,0,941,1847,114,72,213,
6118,0,978,878,19,134,172,0.0
6118,0,984,1721,285,103,141,0.0
6118,0,1001,793,377,74,267,
6130,0,847,1781,279,133,209,0.0
6130,0,879,1394,218,132,262,1.0
6130,0,941,1848,113,71,217,
6130,0,978,877,18,136,176,0.0
6130,0,984,1742,271,88,150,0.0
6130,0,1009,1492,211,136,258,0.0
6130,0,1011,744,0,203,135,0.0
6146,0,847,1784,289,121,201,0.0
6146,0,879,1393,217,135,268,1.0
6146,0,941,1846,115,73,219,
6146,0,978,877,19,140,166,0.0
6146,0,984,1746,270,89,133,0.0
6146,0,1009,1494,212,132,245,0.0
6146,0,1011,748,1,198,136,0.0
6146,0,1025,1640,219,91,130,0.0
6147,0,847,1784,290,121,200,0.0
6147,0,879,1393,217,134,267,1.0
6147,0,941,1844,115,75,218,
6147,0,978,878,19,136,168,0.0
6147,0,984,1747,273,87,131,0.0
6147,0,1009,1494,213,132,242,0.0
6147,0,1011,748,1,198,136,0.0
6155,0,847,1782,292,122,193,0.0
6155,0,879,1392,221,137,261,1.0
6155,0,978,878,17,137,171,0.0
6155,0,984,1760,278,79,123,0.0
6155,0,1009,1492,217,136,209,0.0
6155,0,1011,745,0,199,129,0.0
6155,0,1025,1641,221,89,129,0.0
6155,0,1027,1769,203,67,81,0.0
6178,0,847,1781,292,124,196,0.0
6178,0,879,1393,215,135,267,1.0
6178,0,978,877,20,138,170,0.0
6178,0,984,1773,259,77,116,0.0
6178,0,1009,1495,212,126,227,0.0
6178,0,1011,745,0,196,129,0.0
6178,0,1025,1644,220,86,133,0.0
6178,0,1027,1770,206,59,78,0.0
6192,0,847,1784,322,118,164,0.0
6192,0,879,1396,216,131,265,1.0
6192,0,978,878,22,135,168,0.0
6192,0,984,1778,264,70,105,0.0
6192,0,1009,1495,211,126,234,0.0
6192,0,1011,740,1,136,98,0.0
6192,0,1025,1647,221,89,132,0.0
6192,0,1027,1766,207,61,78,0.0
6192,0,1031,787,5,151,129,0.0
6194,0,847,1785,324,115,161,0.0
6194,0,879,1395,217,131,263,1.0
6194,0,978,878,23,135,167,0.0
6194,0,984,1779,262,68,105,0.0
6194,0,1009,1496,212,127,228,0.0
6194,0,1025,1641,217,94,133,0.0
6194,0,1027,1766,208,61,76,0.0
6196,0,847,1787,344,107,143,0.0
6196,0,879,1393,221,136,261,1.0
6196,0,978,877,20,135,171,0.0
6196,0,984,1783,262,67,106,0.0
6196,0,1009,1498,213,125,218,0.0
6196,0,1011,746,0,148,99,0.0
6196,0,1025,1647,222,89,131,0.0
6196,0,1027,1770,208,53,75,0.0
6198,0,847,1788,315,116,171,0.0
6198,0,879,1394,219,134,265,1.0
6198,0,978,874,20,139,171,0.0
6198,0,984,1783,264,67,100,0.0
6198,0,1009,1496,214,126,238,0.0
6198,0,1011,742,0,131,103,0.0
6198,0,1025,1648,222,87,130,0.0
6198,0,1031,823,7,125,131,0.0
6199,0,847,1786,313,117,174,0.0
6199,0,879,1394,220,134,264,1.0
6199,0,978,873,19,143,172,0.0
6199,0,984,1780,265,69,98,0.0
6199,0,1009,1495,214,129,238,0.0
6199,0,1011,745,0,141,105,0.0
6199,0,1025,1650,220,86,132,0.0
6199,0,1031,821,7,125,130,0.0
6209,0,847,1785,308,125,180,0.0
6209,0,879,1394,216,134,268,1.0
6209,0,978,877,19,139,172,0.0
6209,0,984,1784,266,67,93,0.0
6209,0,1009,1492,212,132,254,0.0
6209,0,1011,745,2,204,131,0.0
6209,0,1025,1650,220,86,131,0.0
6209,0,1027,1769,205,37,76,0.0
6212,0,847,1785,322,115,164,0.0
6212,0,879,1404,217,121,266,1.0
6212,0,978,874,16,140,175,0.0
6212,0,984,1787,263,70,91,0.0
6212,0,1009,1490,213,133,254,0.0
6212,0,1011,743,2,185,125,0.0
6212,0,1025,1646,220,91,131,0.0
6212,0,1027,1768,206,39,77,0.0
6212,0,1031,821,5,129,130,0.0
6213,0,847,1787,322,111,164,0.0
6213,0,879,1393,215,134,268,1.0
6213,0,978,873,18,143,171,0.0
6213,0,984,1789,261,67,90,0.0
6213,0,1009,1488,212,136,256,0.0
6213,0,1011,750,0,198,132,0.0
6213,0,1025,1648,221,87,130,0.0
6213,0,1027,1767,205,41,78,0.0
6214,0,847,1788,318,113,167,0.0
6214,0,879,1393,215,134,269,1.0
6214,0,978,877,15,137,175,0.0
6214,0,984,1792,263,63,90,0.0
6214,0,1009,1491,212,135,253,0.0
6214,0,1011,750,0,198,134,0.0
6214,0,1025,1641,219,95,131,0.0
6214,0,1027,1767,205,41,78,0.0
6215,0,847,1786,314,117,171,0.0
6215,0,879,1393,215,133,269,1.0
6215,0,978,877,20,139,168,0.0
6215,0,984,1792,261,63,92,0.0
6215,0,1009,1495,212,129,248,0.0
6215,0,1011,750,0,201,135,0.0
6215,0,1025,1641,219,95,131,0.0
6215,0,1027,1767,205,43,77,0.0
6216,0,847,1785,326,109,159,0.0
6216,0,879,1394,216,133,268,1.0
6216,0,978,876,21,139,167,0.0
6216,0,984,1791,261,68,98,0.0
6216,0,1009,1497,212,127,240,0.0
6216,0,1025,1640,218,97,133,0.0
6216,0,1027,1767,205,43,76,0.0
6223,0,847,1788,284,125,206,0.0
6223,0,879,1391,217,137,266,1.0
6223,0,978,874,18,141,174,0.0
6223,0,984,1788,231,71,119,0.0
6223,0,1009,1496,211,130,250,0.0
6223,0,1025,1641,219,92,131,0.0
6223,0,1031,823,4,133,132,0.0
6235,0,847,1785,319,107,163,0.0
6235,0,879,1396,220,135,262,1.0
6235,0,978,874,14,140,178,0.0
6235,0,984,1797,204,65,120,0.0
6235,0,1009,1510,212,119,210,0.0
6235,0,1011,751,0,194,131,0.0
6235,0,1025,1645,222,91,128,0.0
6278,0,847,1784,342,106,142,0.0
6278,0,879,1393,217,135,264,1.0
6278,0,978,874,12,144,181,0.0
6278,0,984,1760,213,55,104,0.0
6278,0,1009,1499,198,104,245,0.0
6278,0,1011,745,2,207,120,0.0
6278,0,1025,1642,219,93,130,0.0
6280,0,847,1786,313,114,167,0.0
6280,0,879,1393,224,136,258,1.0
6280,0,978,874,14,144,178,0.0
6280,0,984,1757,212,61,109,0.0
6280,0,1009,1507,197,97,230,0.0
6291,0,847,1785,342,104,140,0.0
6291,0,879,1400,226,137,255,1.0
6291,0,978,874,13,142,179,0.0
6291,0,1009,1508,206,124,247,0.0
6291,0,1025,1640,224,97,127,0.0
6300,0,847,1785,339,107,145,0.0
6300,0,879,1402,231,136,248,1.0
6300,0,978,875,20,142,171,0.0
6300,0,1009,1509,241,149,217,0.0
6300,0,1011,745,0,195,119,0.0
6300,0,1025,1653,227,83,125,0.0
6300,0,1035,1513,226,54,90,1.0
6307,0,847,1785,340,107,143,0.0
6307,0,879,1400,231,139,247,1.0
6307,0,978,877,20,140,172,0.0
6307,0,1009,1508,244,165,220,0.0
6307,0,1011,741,0,204,121,0.0
6307,0,1025,1664,233,76,121,0.0
6307,0,1035,1513,230,58,102,1.0
6307,0,1038,1848,115,71,204,
6307,0,1039,1559,212,37,69,
6310,0,847,1784,338,109,146,0.0
6310,0,879,1403,231,135,247,1.0
6310,0,978,877,21,138,172,0.0
6310,0,1009,1508,237,177,234,0.0
6310,0,1011,744,0,195,122,0.0
6310,0,1035,1513,227,52,89,1.0
6310,0,1038,1847,113,72,211,
6311,0,847,1784,338,109,145,0.0
6311,0,879,1403,230,132,251,1.0
6311,0,978,878,21,138,173,0.0
6311,0,1009,1517,238,166,248,0.0
6311,0,1011,741,0,200,125,0.0
6311,0,1035,1512,229,62,108,1.0
6311,0,1038,1847,112,72,214,
6313,0,847,1784,337,109,147,0.0
6313,0,879,1401,224,137,268,1.0
6313,0,978,875,20,142,174,0.0
6313,0,1009,1533,233,153,264,0.0
6313,0,1011,741,0,192,128,0.0
6313,0,1035,1509,223,67,114,1.0
6313,0,1038,1845,112,73,213,
6315,0,847,1785,337,107,146,0.0
6315,0,879,1402,226,138,264,1.0
6315,0,978,873,19,144,175,0.0
6315,0,1009,1534,223,174,279,0.0
6315,0,1011,742,0,195,129,0.0
6315,0,1025,1662,221,74,131,0.0
6315,0,1035,1513,226,51,85,1.0
6315,0,1038,1844,113,75,212,
6318,0,847,1784,327,109,155,0.0
6318,0,879,1401,228,131,254,1.0
6318,0,978,873,16,144,177,0.0
6318,0,984,1795,210,75,121,0.0
6318,0,1009,1528,259,147,249,0.0
6318,0,1011,742,0,187,128,0.0
6318,0,1025,1664,221,74,133,0.0
6318,0,1035,1514,227,49,83,1.0
6324,0,847,1784,337,109,145,0.0
6324,0,879,1403,225,128,249,1.0
6324,0,978,870,13,149,180,0.0
6324,0,1009,1532,266,143,241,0.0
6324,0,1011,743,0,186,126,0.0
6324,0,1025,1645,229,91,121,0.0
6324,0,1035,1510,226,69,121,1.0
6324,0,1038,1844,113,75,215,
6324,0,1041,506,0,87,256,0.0
6325,0,847,1786,331,107,147,0.0
6325,0,879,1404,228,121,234,1.0
6325,0,978,872,13,146,180,0.0
6325,0,1009,1532,265,143,249,0.0
6325,0,1011,743,0,191,128,0.0
6325,0,1025,1646,230,89,120,0.0
6325,0,1035,1509,224,71,124,1.0
6325,0,1038,1844,113,75,214,
6325,0,1041,508,0,83,258,0.0
6326,0,847,1785,338,107,144,0.0
6326,0,879,1405,229,120,235,1.0
6326,0,978,873,13,146,180,0.0
6326,0,1009,1532,266,139,258,0.0
6326,0,1011,744,0,185,132,0.0
6326,0,1025,1647,231,89,120,0.0
6326,0,1035,1510,225,70,122,1.0
6326,0,1038,1844,113,75,214,
6329,0,847,1786,331,107,145,0.0
6329,0,879,1404,222,121,243,1.0
6329,0,978,872,13,146,179,0.0
6329,0,984,1758,209,56,106,0.0
6329,0,1009,1526,265,142,283,0.0
6329,0,1011,742,0,197,126,0.0
6329,0,1025,1656,231,80,120,0.0
6329,0,1035,1510,226,65,117,1.0
6329,0,1041,511,2,93,269,0.0
6332,0,847,1784,340,109,139,0.0
6332,0,879,1406,221,119,247,1.0
6332,0,978,874,13,144,180,0.0
6332,0,1009,1500,264,167,278,0.0
6332,0,1011,743,0,194,133,0.0
6332,0,1035,1514,225,48,81,1.0
6333,0,847,1786,333,107,142,0.0
6333,0,879,1404,220,121,245,1.0
6333,0,978,872,10,146,183,0.0
6333,0,1009,1488,262,176,282,0.0
6333,0,1011,742,0,196,132,0.0
6333,0,1035,1515,227,47,79,1.0
6333,0,1041,506,0,126,274,0.0
6343,0,847,1788,340,101,138,0.0
6343,0,879,1401,223,113,177,1.0
6343,0,978,874,13,143,178,0.0
6343,0,1009,1446,275,198,250,0.0
6343,0,1011,744,0,194,128,0.0
6343,0,1025,1651,224,87,129,0.0
6343,0,1035,1513,225,47,87,1.0
6343,0,1041,547,35,147,358,0.0
6362,0,847,1783,307,114,172,0.0
6362,0,978,875,7,143,185,0.0
6362,0,1009,1328,203,203,296,0.0
6362,0,1011,742,0,215,154,0.0
6362,0,1025,1643,221,94,130,0.0
6362,0,1041,694,99,157,378,0.0
6368,0,847,1780,284,129,198,0.0
6368,0,978,881,12,136,178,0.0
6368,0,1009,1267,181,242,314,0.0
6368,0,1011,745,1,198,121,0.0
6368,0,1025,1644,221,92,129,0.0
6368,0,1041,724,153,183,420,0.0
6368,0,1048,1493,234,142,175,1.0
6368,0,1049,1490,306,109,113,
6370,0,847,1776,281,137,198,0.0
6370,0,978,876,8,140,173,0.0
6370,0,1009,1234,178,268,311,0.0
6370,0,1011,750,0,197,129,0.0
6370,0,1025,1642,220,93,130,0.0
6370,0,1041,753,171,181,412,0.0
6372,0,847,1777,270,139,207,0.0
6372,0,978,878,10,139,175,0.0
6372,0,1009,1211,176,296,309,0.0
6372,0,1011,746,0,183,129,0.0
6372,0,1025,1641,220,95,130,0.0
6372,0,1041,774,182,176,400,0.0
6372,0,1048,1432,223,175,196,1.0
6375,0,847,1777,269,139,209,0.0
6375,0,978,877,15,141,176,0.0
6375,0,1009,1209,171,239,303,0.0
6375,0,1025,1640,219,97,132,0.0
6375,0,1041,801,195,185,384,0.0
6375,0,1048,1404,221,153,206,1.0
6376,0,847,1778,278,136,200,0.0
6376,0,978,878,18,141,177,0.0
6376,0,1009,1208,167,224,304,0.0
6376,0,1011,748,0,203,135,0.0
6376,0,1025,1640,219,97,132,0.0
6376,0,1041,802,200,191,395,0.0
6376,0,1048,1403,223,184,198,1.0
6380,0,847,1778,275,139,202,0.0
6380,0,978,876,16,142,179,0.0
6380,0,1009,1204,150,199,327,0.0
6380,0,1011,750,0,200,135,0.0
6380,0,1025,1641,220,97,131,0.0
6380,0,1041,800,255,238,420,0.0
6380,0,1048,1407,223,186,209,1.0
6402,0,978,874,9,138,186,0.0
6402,0,1009,927,76,250,351,0.0
6402,0,1011,748,0,213,137,0.0
6402,0,1041,1024,499,323,356,0.0
6402,0,1048,1406,223,199,213,1.0
6408,0,847,1782,355,106,127,0.0
6408,0,978,877,19,140,180,0.0
6408,0,1009,909,53,222,356,0.0
6408,0,1011,744,0,205,136,0.0
6408,0,1041,1047,592,398,365,0.0
6425,0,847,1781,265,138,210,0.0
6425,0,1009,773,3,171,376,0.0
6425,0,1011,740,0,132,109,0.0
6425,0,1025,1641,217,97,134,0.0
6425,0,1048,1419,224,191,213,1.0
6441,0,847,1782,268,137,208,0.0
6441,0,978,874,14,141,174,0.0
6441,0,1009,650,0,134,296,0.0
6441,0,1011,781,2,163,135,0.0
6441,0,1048,1409,221,198,214,1.0
6456,0,847,1779,267,139,206,0.0
6456,0,978,876,10,137,175,0.0
6456,0,1009,571,2,113,272,0.0
6456,0,1011,749,0,202,140,0.0
6456,0,1048,1445,226,196,199,1.0
6456,0,1061,1848,114,71,202,
6456,0,1064,1403,218,131,218,
6464,0,847,1779,266,139,208,0.0
6464,0,978,879,10,133,175,0.0
6464,0,1009,514,1,113,248,0.0
6464,0,1048,1447,221,190,202,1.0
6464,0,1061,1835,111,84,182,
6464,0,1064,1404,218,133,217,
6470,0,847,1779,273,139,202,0.0
6470,0,978,882,10,133,177,0.0
6470,0,1009,503,4,107,227,0.0
6470,0,1048,1440,219,196,208,1.0
6470,0,1061,1845,112,74,209,
6470,0,1064,1403,218,130,216,
6471,0,847,1780,270,137,203,0.0
6471,0,978,883,10,132,177,0.0
6471,0,1009,499,9,110,221,0.0
6471,0,1048,1455,217,181,208,1.0
6471,0,1061,1845,112,73,206,
6471,0,1064,1403,217,131,217,
6478,0,847,1780,272,137,202,0.0
6478,0,978,878,15,137,174,0.0
6478,0,1048,1436,219,199,208,1.0
6478,0,1061,1845,111,74,212,
6478,0,1064,1402,217,130,219,
6478,0,1065,1791,205,73,122,
6480,0,847,1780,272,137,203,0.0
6480,0,978,877,17,139,172,0.0
6480,0,1048,1453,219,182,207,1.0
6480,0,1061,1841,112,78,217,
6480,0,1064,1403,217,134,219,
6480,0,1065,1791,205,74,120,
6485,0,847,1779,280,137,194,0.0
6485,0,978,878,15,138,180,0.0
6485,0,1025,1641,218,95,132,0.0
6485,0,1048,1444,225,191,199,1.0
6485,0,1064,1404,217,134,220,
6485,0,1065,1796,203,70,125,
6487,0,847,1780,275,137,198,0.0
6487,0,978,878,16,136,176,0.0
6487,0,1011,744,0,200,132,0.0
6487,0,1025,1642,218,95,132,0.0
6487,0,1048,1462,224,172,201,1.0
6487,0,1064,1403,217,131,220,
6487,0,1065,1791,202,77,127,
6491,0,847,1779,273,140,200,0.0
6491,0,978,881,17,131,175,0.0
6491,0,1048,1471,226,165,197,1.0
6491,0,1064,1403,218,132,219,
6499,0,847,1780,278,137,196,0.0
6499,0,978,878,18,137,173,0.0
6499,0,1011,744,0,192,131,0.0
6499,0,1048,1411,221,208,214,1.0
6499,0,1061,1845,112,74,210,
6504,0,847,1782,282,134,191,0.0
6504,0,978,879,21,133,169,0.0
6504,0,1011,748,0,196,132,0.0
6504,0,1048,1411,225,199,208,1.0
6504,0,1061,1844,113,75,213,
6507,0,847,1782,277,134,195,0.0
6507,0,978,880,22,131,167,0.0
6507,0,1011,748,0,191,133,0.0
6507,0,1048,1412,224,196,210,1.0
6507,0,1061,1844,112,75,214,
6507,0,1065,1795,206,63,115,
6512,0,847,1780,278,135,193,0.0
6512,0,978,879,24,131,166,0.0
6512,0,1011,745,0,194,136,0.0
6512,0,1048,1422,224,189,209,1.0
6512,0,1061,1845,112,74,207,
6512,0,1065,1793,203,64,115,
6512,0,1071,1516,225,45,79,
6514,0,847,1779,275,137,197,0.0
6514,0,978,878,23,133,166,0.0
6514,0,1011,742,0,198,136,0.0
6514,0,1048,1414,223,197,211,1.0
6514,0,1061,1845,111,74,206,
6514,0,1065,1790,205,67,112,
6514,0,1071,1515,225,47,79,
6516,0,847,1779,277,137,197,0.0
6516,0,978,880,24,131,166,0.0
6516,0,1011,746,0,193,136,0.0
6516,0,1048,1420,223,190,210,1.0
6516,0,1061,1842,111,77,208,
6516,0,1065,1795,205,61,111,
6516,0,1071,1515,225,47,80,
6517,0,847,1779,278,137,196,0.0
6517,0,978,879,22,131,168,0.0
6517,0,1011,745,1,196,135,0.0
6517,0,1048,1419,223,189,211,1.0
6517,0,1061,1841,113,78,205,
6517,0,1065,1798,204,57,110,
6517,0,1071,1514,226,49,80,
6519,0,847,1779,273,139,199,0.0
6519,0,978,879,20,134,172,0.0
6519,0,1011,746,1,196,135,0.0
6519,0,1048,1417,222,191,212,1.0
6519,0,1061,1842,112,77,210,
6519,0,1071,1515,226,47,80,
6523,0,847,1782,295,131,178,0.0
6523,0,978,880,20,134,172,0.0
6523,0,1011,748,0,193,132,0.0
6523,0,1048,1424,224,186,209,1.0
6523,0,1061,1841,113,78,211,
6523,0,1071,1515,225,47,81,
6524,0,847,1783,301,129,173,0.0
6524,0,978,880,17,135,176,0.0
6524,0,1011,748,0,196,132,0.0
6524,0,1048,1423,224,187,209,1.0
6524,0,1061,1841,113,78,210,
6524,0,1071,1514,225,49,82,
6528,0,847,1782,343,113,134,0.0
6528,0,978,880,22,135,173,0.0
6528,0,1011,744,0,197,128,0.0
6528,0,1048,1422,228,187,203,1.0
6528,0,1061,1841,113,78,195,
6529,0,847,1784,346,109,129,0.0
6529,0,978,880,20,135,175,0.0
6529,0,1048,1419,230,187,202,1.0
6529,0,1061,1841,113,78,194,
6529,0,1071,1515,225,49,82,
6530,0,847,1785,336,116,133,0.0
6530,0,978,880,20,136,174,0.0
6530,0,1048,1423,225,181,206,1.0
6530,0,1061,1842,114,77,194,
6530,0,1071,1516,225,47,80,
6536,0,847,1785,322,116,148,0.0
6536,0,978,880,11,135,182,0.0
6536,0,1048,1474,235,151,187,1.0
6536,0,1061,1844,116,75,189,
6536,0,1065,1796,207,61,102,
6536,0,1074,1405,224,133,208,1.0
6555,0,847,1785,342,104,135,0.0
6555,0,978,879,8,137,182,0.0
6555,0,1048,1415,220,201,214,1.0
6555,0,1074,1403,216,112,202,1.0
6560,0,847,1784,343,106,132,0.0
6560,0,978,877,5,135,185,0.0
6560,0,1048,1426,225,190,208,1.0
6560,0,1061,1845,112,74,213,
6560,0,1074,1401,218,121,210,1.0
6562,0,847,1785,344,104,130,0.0
6562,0,1048,1429,226,195,202,1.0
6562,0,1061,1847,112,72,215,
6562,0,1074,1403,219,121,209,1.0
6562,0,1076,1757,205,52,89,
6567,0,847,1784,332,107,139,0.0
6567,0,1048,1435,227,191,199,1.0
6567,0,1061,1848,113,71,216,
6567,0,1074,1403,222,125,206,1.0
6567,0,1076,1761,209,53,93,
6576,0,847,1785,340,104,135,0.0
6576,0,1048,1429,227,187,206,1.0
6576,0,1074,1403,221,119,203,1.0
6577,0,847,1784,340,106,136,0.0
6577,0,1048,1430,227,185,206,1.0
6577,0,1074,1403,221,124,205,1.0
6580,0,847,1785,341,104,133,0.0
6580,0,978,879,7,132,182,0.0
